Unnamed: 0,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
6,2016-11-13,1.62,63608.01,3523.63,49837.68,34.0,10212.7,9790.67,422.03,0.0,conventional,2016,Albany
51,2016-01-03,1.03,149038.15,939.71,139735.9,132.35,8230.19,8056.43,173.76,0.0,conventional,2016,Albany
2,2016-12-11,1.06,422026.71,186343.72,56200.04,171.64,179311.31,112574.78,66736.53,0.0,conventional,2016,Atlanta
14,2016-09-18,1.01,527700.95,233800.98,70931.17,132.15,222836.65,139748.72,82907.37,180.56,conventional,2016,Atlanta
18,2016-08-21,0.94,549139.07,293240.47,48349.86,82.91,207465.83,160464.82,47001.01,0.0,conventional,2016,Atlanta
17,2016-08-28,1.57,732545.7,72406.64,443668.36,15648.56,200822.14,194472.57,3978.68,2370.89,conventional,2016,BaltimoreWashington
20,2016-08-07,1.52,746493.74,71154.97,432956.75,28505.15,213876.87,210316.02,2285.85,1275.0,conventional,2016,BaltimoreWashington
25,2016-07-03,1.38,844337.61,63050.59,501970.38,50114.65,229201.99,214851.77,2969.08,11381.14,conventional,2016,BaltimoreWashington
36,2016-04-17,1.13,841839.93,59232.87,576827.09,15881.19,189898.78,185709.01,3034.21,1155.56,conventional,2016,BaltimoreWashington
42,2016-03-06,1.21,819706.7,62539.58,541218.77,21461.02,194487.33,191744.58,2742.75,0.0,conventional,2016,BaltimoreWashington
46,2016-02-07,1.1,966321.0,73754.24,621956.14,48009.43,222601.19,217666.76,4934.43,0.0,conventional,2016,BaltimoreWashington
4,2016-11-27,1.22,51941.45,23774.54,2187.17,5526.29,20453.45,20442.18,0.0,11.27,conventional,2016,Boise
10,2016-10-16,1.09,77804.54,35485.6,2006.71,6689.31,33622.92,32413.74,1197.89,11.29,conventional,2016,Boise
17,2016-08-28,0.99,78599.85,36837.75,1982.25,5918.5,33861.35,32151.54,1693.93,15.88,conventional,2016,Boise
31,2016-05-22,0.65,75996.51,32112.63,3221.12,2.65,40660.11,40606.62,35.29,18.2,conventional,2016,Boise
38,2016-04-03,0.82,97650.29,45952.69,5362.4,6316.0,40019.2,39916.37,94.75,8.08,conventional,2016,Boise
47,2016-01-31,0.94,83755.38,36196.35,4791.21,8440.95,34326.87,33947.26,46.78,332.83,conventional,2016,Boise
50,2016-01-10,0.93,89880.9,31802.36,8347.01,9065.03,40666.5,40584.43,16.94,65.13,conventional,2016,Boise
8,2016-10-30,1.67,376500.91,5542.76,304461.49,3787.66,62709.0,62705.31,3.69,0.0,conventional,2016,Boston
27,2016-06-19,1.32,649660.14,10851.29,456521.61,38655.07,143632.17,141650.87,141.3,1840.0,conventional,2016,Boston
31,2016-05-22,1.05,665086.17,4319.45,430580.52,81859.54,148326.66,146904.74,136.92,1285.0,conventional,2016,Boston
32,2016-05-15,1.06,709563.16,5790.13,517840.35,63055.48,122877.2,122533.87,198.89,144.44,conventional,2016,Boston
42,2016-03-06,1.1,600639.74,6153.04,434300.22,36352.99,123833.49,123551.47,282.02,0.0,conventional,2016,Boston
1,2016-12-18,1.36,85340.08,1276.16,52115.34,60.37,31888.21,29696.94,2191.27,0.0,conventional,2016,BuffaloRochester
9,2016-10-23,1.6,110744.71,1171.55,50973.9,78.19,58521.07,58521.07,0.0,0.0,conventional,2016,BuffaloRochester
11,2016-10-09,1.37,135059.42,1117.12,68716.59,112.39,65113.32,65113.32,0.0,0.0,conventional,2016,BuffaloRochester
37,2016-04-10,1.1,152123.92,1278.33,55802.4,53.93,94989.26,94766.21,113.33,109.72,conventional,2016,BuffaloRochester
38,2016-04-03,1.04,154802.0,1164.29,72025.38,18.55,81593.78,81542.67,51.11,0.0,conventional,2016,BuffaloRochester
43,2016-02-28,1.22,154057.74,1658.99,78720.64,36.18,73641.93,72861.93,780.0,0.0,conventional,2016,BuffaloRochester
0,2016-12-25,0.94,5414937.46,1579234.89,2192460.84,99997.75,1543243.98,1405419.8,99069.58,38754.6,conventional,2016,California
5,2016-11-20,1.32,4253815.59,1513797.4,1394929.07,93901.07,1251188.05,1161049.94,61429.08,28709.03,conventional,2016,California
8,2016-10-30,1.68,3139833.5,1126017.42,1186843.99,92064.47,734907.62,686375.28,25241.6,23290.74,conventional,2016,California
23,2016-07-17,1.14,6200613.68,2196723.33,2037093.61,278664.44,1688132.3,1563978.55,97434.91,26718.84,conventional,2016,California
49,2016-01-17,0.9,6000013.23,1653347.69,2336705.19,250106.17,1759854.18,1579233.6,162289.68,18330.9,conventional,2016,California
12,2016-10-02,1.48,178410.82,46364.75,52893.38,16736.92,62415.77,53332.61,8258.16,825.0,conventional,2016,Charlotte
22,2016-07-24,1.46,193909.36,34250.27,68516.18,26839.41,64303.5,57524.85,3346.43,3432.22,conventional,2016,Charlotte
32,2016-05-15,1.12,215807.01,31853.93,103793.02,17607.68,62552.38,51589.2,10963.18,0.0,conventional,2016,Charlotte
35,2016-04-24,1.12,217385.39,31821.2,106492.0,18456.31,60615.88,48775.07,10957.48,883.33,conventional,2016,Charlotte
36,2016-04-17,1.14,212440.76,37150.7,100814.92,17305.85,57169.29,50673.98,5886.98,608.33,conventional,2016,Charlotte
41,2016-03-13,1.05,236131.07,39325.69,111943.87,22961.75,61899.76,50889.7,11010.06,0.0,conventional,2016,Charlotte
50,2016-01-10,0.95,196216.36,21275.55,94804.67,29602.84,50533.3,42015.27,8518.03,0.0,conventional,2016,Charlotte
6,2016-11-13,1.82,436710.91,34384.62,265006.85,73021.81,64297.63,63465.65,593.89,238.09,conventional,2016,Chicago
21,2016-07-31,1.68,614939.39,38275.52,373205.75,97843.18,105614.94,104111.58,317.97,1185.39,conventional,2016,Chicago
24,2016-07-10,1.53,712080.66,52540.83,381030.54,150963.07,127546.22,118624.54,1894.09,7027.59,conventional,2016,Chicago
32,2016-05-15,1.04,930403.37,49039.58,609294.15,157984.71,114084.93,108571.35,4797.75,715.83,conventional,2016,Chicago
39,2016-03-27,0.9,865585.06,33748.25,600796.46,131467.33,99573.02,95288.6,4221.71,62.71,conventional,2016,Chicago
19,2016-08-14,1.03,274249.98,4691.0,125988.41,2661.69,140908.88,35321.59,105549.16,38.13,conventional,2016,CincinnatiDayton
26,2016-06-26,0.92,280229.89,4553.86,161667.16,9805.14,104203.73,24577.2,75549.11,4077.42,conventional,2016,CincinnatiDayton
38,2016-04-03,0.89,191169.34,3481.07,109917.36,10846.9,66924.01,13780.66,50468.58,2674.77,conventional,2016,CincinnatiDayton
6,2016-11-13,1.38,116814.65,52996.11,26129.41,1460.24,36228.89,34146.46,2082.43,0.0,conventional,2016,Columbus
7,2016-11-06,1.41,114207.94,55230.85,23397.14,1603.54,33976.41,32556.59,1419.82,0.0,conventional,2016,Columbus
25,2016-07-03,0.94,234975.32,118888.22,38361.79,6699.07,71026.24,62163.78,4656.27,4206.19,conventional,2016,Columbus
48,2016-01-24,0.89,213215.4,95511.64,43916.93,35349.8,38437.03,28562.22,4435.73,5439.08,conventional,2016,Columbus
51,2016-01-03,0.91,192774.07,86025.77,40616.88,32940.14,33191.28,18463.39,6208.46,8519.43,conventional,2016,Columbus
14,2016-09-18,0.8,1382358.0,649265.56,269041.4,2164.71,461886.33,454623.95,5993.16,1269.22,conventional,2016,DallasFtWorth
41,2016-03-13,0.78,1177309.05,647713.47,217853.54,118454.22,193287.82,178757.16,14527.08,3.58,conventional,2016,DallasFtWorth
45,2016-02-14,0.65,1358553.29,749745.24,306905.42,135347.78,166554.85,150047.23,14228.97,2278.65,conventional,2016,DallasFtWorth
2,2016-12-11,0.95,764135.24,110202.78,219903.74,11427.65,422601.07,303762.84,118838.23,0.0,conventional,2016,Denver
40,2016-03-20,0.73,1005859.79,138938.88,360370.27,10950.53,495600.11,46784.27,448815.84,0.0,conventional,2016,Denver
42,2016-03-06,0.98,671667.78,145893.9,242906.02,18706.34,264161.52,47418.17,216743.35,0.0,conventional,2016,Denver
47,2016-01-31,0.8,892702.46,167669.42,270481.63,27489.66,427061.75,45613.25,381448.5,0.0,conventional,2016,Denver
49,2016-01-17,0.66,1245174.24,118599.67,403009.94,31009.77,692554.86,43026.58,649528.28,0.0,conventional,2016,Denver
1,2016-12-18,1.05,298755.3,82536.6,85859.26,10805.16,119554.28,117398.2,2071.85,84.23,conventional,2016,Detroit
14,2016-09-18,1.1,320748.32,105595.83,53981.52,8602.38,152568.59,147793.11,4601.38,174.1,conventional,2016,Detroit
17,2016-08-28,1.01,353420.52,123353.98,54190.11,10761.35,165115.08,164229.27,533.04,352.77,conventional,2016,Detroit
18,2016-08-21,1.15,316859.74,121469.45,53707.3,13151.78,128531.21,127061.88,108.89,1360.44,conventional,2016,Detroit
25,2016-07-03,1.17,336701.66,127175.1,42029.92,37960.27,129536.37,113573.12,2084.25,13879.0,conventional,2016,Detroit
27,2016-06-19,1.0,442961.17,149055.97,60807.9,75225.17,157872.13,130698.09,1731.45,25442.59,conventional,2016,Detroit
38,2016-04-03,1.02,335108.11,121653.22,33903.57,72329.16,107222.16,65916.23,27480.29,13825.64,conventional,2016,Detroit
9,2016-10-23,1.72,100904.77,1234.72,64735.86,3120.36,31813.83,26017.7,5758.25,37.88,conventional,2016,GrandRapids
11,2016-10-09,1.62,116477.56,1531.38,67528.39,3408.67,44009.12,39395.64,4580.81,32.67,conventional,2016,GrandRapids
23,2016-07-17,1.58,146730.62,2136.76,69205.5,24890.18,50498.18,38583.22,3582.14,8332.82,conventional,2016,GrandRapids
35,2016-04-24,1.07,181857.18,2001.47,113325.77,3088.37,63441.57,55324.04,8087.07,30.46,conventional,2016,GrandRapids
21,2016-07-31,1.34,3013426.04,448128.25,1374844.51,207792.14,982661.14,742994.62,212638.07,27028.45,conventional,2016,GreatLakes
28,2016-06-12,1.15,3443333.94,593779.04,1519607.27,285261.84,1044685.79,858070.55,135926.11,50689.13,conventional,2016,GreatLakes
47,2016-01-31,1.04,3330752.29,496596.01,1762047.32,422063.61,650045.35,443401.36,158608.4,48035.59,conventional,2016,GreatLakes
3,2016-12-04,1.4,172416.11,27161.44,93528.53,71.39,51654.75,50780.22,800.92,73.61,conventional,2016,HarrisburgScranton
9,2016-10-23,1.6,195809.34,35724.11,99575.79,113.66,60395.78,60146.33,186.95,62.5,conventional,2016,HarrisburgScranton
11,2016-10-09,1.42,219089.52,43010.81,111487.02,218.09,64373.6,63388.04,985.56,0.0,conventional,2016,HarrisburgScranton
28,2016-06-12,1.24,250231.06,43253.79,114426.76,124.76,92425.75,85233.81,1541.94,5650.0,conventional,2016,HarrisburgScranton
42,2016-03-06,1.17,240849.91,40527.53,130174.89,211.56,69935.93,68304.7,1631.23,0.0,conventional,2016,HarrisburgScranton
44,2016-02-21,1.15,235440.15,33667.84,136616.59,158.14,64997.58,62779.7,2217.88,0.0,conventional,2016,HarrisburgScranton
14,2016-09-18,1.51,233869.17,37691.02,130354.21,132.81,65691.13,64310.17,1375.96,5.0,conventional,2016,HartfordSpringfield
15,2016-09-11,1.22,364052.46,84826.25,225724.26,197.17,53304.78,52152.39,1137.39,15.0,conventional,2016,HartfordSpringfield
33,2016-05-08,0.86,522565.33,6157.76,449501.24,436.34,66469.99,64704.02,1765.97,0.0,conventional,2016,HartfordSpringfield
41,2016-03-13,1.3,315394.32,4317.14,253676.96,179.09,57221.13,56230.93,990.2,0.0,conventional,2016,HartfordSpringfield
47,2016-01-31,1.12,390134.81,5276.3,322397.86,255.75,62204.9,59996.16,2208.74,0.0,conventional,2016,HartfordSpringfield
9,2016-10-23,1.0,777847.84,371566.37,145059.25,2488.59,258733.63,197398.04,61335.59,0.0,conventional,2016,Houston
37,2016-04-10,0.7,1271741.46,757578.32,188936.32,151966.39,173260.43,117792.84,50449.53,5018.06,conventional,2016,Houston
44,2016-02-21,0.8,966990.9,566062.35,200934.84,90645.64,109348.07,64626.95,38634.45,6086.67,conventional,2016,Houston
4,2016-11-27,1.34,103728.7,8422.19,43655.05,1231.47,50419.99,26198.63,24221.36,0.0,conventional,2016,Indianapolis
48,2016-01-24,0.93,168035.39,1803.73,93613.73,23023.47,49594.46,23374.52,21450.63,4769.31,conventional,2016,Indianapolis
50,2016-01-10,1.0,173238.2,4590.25,101117.07,18454.86,49076.02,25431.42,20246.87,3397.73,conventional,2016,Indianapolis
0,2016-12-25,0.81,187804.02,70779.81,31213.64,208.24,85602.33,30893.35,54708.98,0.0,conventional,2016,Jacksonville
4,2016-11-27,1.36,111672.0,32944.9,18661.82,94.55,59970.73,19808.01,40162.72,0.0,conventional,2016,Jacksonville
9,2016-10-23,1.35,119840.12,42784.97,22755.49,212.19,54087.47,11698.99,42388.48,0.0,conventional,2016,Jacksonville
12,2016-10-02,1.31,159576.97,54429.42,29513.01,93.83,75540.71,23304.77,52235.94,0.0,conventional,2016,Jacksonville
39,2016-03-27,1.06,158322.64,70255.18,27911.77,402.32,59753.37,19304.31,40449.06,0.0,conventional,2016,Jacksonville
46,2016-02-07,0.54,369757.62,191441.47,57532.08,594.02,120190.05,53302.46,66879.47,8.12,conventional,2016,Jacksonville
38,2016-04-03,0.84,298710.72,158984.19,62625.8,6877.48,70223.25,47115.04,23108.21,0.0,conventional,2016,LasVegas
41,2016-03-13,0.79,344613.01,130879.58,109512.41,6824.1,97396.92,41534.49,55862.43,0.0,conventional,2016,LasVegas
42,2016-03-06,0.91,311402.83,139919.03,86200.19,6809.69,78473.92,51367.6,27106.32,0.0,conventional,2016,LasVegas
48,2016-01-24,1.08,158978.46,9727.38,81835.15,6141.39,61274.54,44326.23,16948.31,0.0,conventional,2016,LasVegas
39,2016-03-27,0.73,3467762.25,982736.16,836002.09,94366.38,1554657.62,1349458.59,185190.21,20008.82,conventional,2016,LosAngeles
41,2016-03-13,0.79,2987393.94,767298.16,657175.2,96884.94,1466035.64,1318493.96,129444.42,18097.26,conventional,2016,LosAngeles
47,2016-01-31,0.74,3197788.06,1004134.51,721988.78,75111.71,1396553.06,1288253.52,94240.24,14059.3,conventional,2016,LosAngeles
6,2016-11-13,1.34,64958.65,1469.38,30443.81,215.13,32830.33,11501.96,21328.37,0.0,conventional,2016,Louisville
9,2016-10-23,1.23,75593.36,1616.09,37427.37,314.87,36235.03,10839.29,25395.74,0.0,conventional,2016,Louisville
20,2016-08-07,1.3,80997.55,3573.85,53453.99,1058.22,22911.49,13895.19,8739.63,276.67,conventional,2016,Louisville
27,2016-06-19,1.09,98289.94,2648.74,54424.22,5024.82,36192.16,13083.05,19034.42,4074.69,conventional,2016,Louisville
28,2016-06-12,1.16,84926.73,5365.6,50561.08,2495.61,26504.44,14528.1,9635.97,2340.37,conventional,2016,Louisville
36,2016-04-17,0.92,95475.44,2120.86,55695.58,9698.99,27960.01,12091.67,13959.35,1908.99,conventional,2016,Louisville
39,2016-03-27,0.89,120080.36,1969.51,74446.68,6188.82,37475.35,12424.3,23482.95,1568.1,conventional,2016,Louisville
42,2016-03-06,1.02,88102.95,2028.6,49580.73,8998.16,27495.46,12369.98,12597.32,2528.16,conventional,2016,Louisville
44,2016-02-21,0.86,114817.03,2368.19,75573.8,2285.79,34589.25,10663.72,23456.23,469.3,conventional,2016,Louisville
2,2016-12-11,1.39,446139.65,177620.99,97259.69,159.53,171099.44,67684.21,103274.95,140.28,conventional,2016,MiamiFtLauderdale
5,2016-11-20,1.52,461236.74,179988.4,102113.0,44.24,179091.1,70029.31,109061.79,0.0,conventional,2016,MiamiFtLauderdale
17,2016-08-28,1.22,558828.81,290432.64,131832.78,259.19,136304.2,86796.76,48344.38,1163.06,conventional,2016,MiamiFtLauderdale
18,2016-08-21,1.23,565825.46,296954.65,128877.47,95.35,139897.99,82057.39,51085.6,6755.0,conventional,2016,MiamiFtLauderdale
25,2016-07-03,0.96,868986.46,479975.64,184172.52,129.62,204708.68,95020.96,92318.0,17369.72,conventional,2016,MiamiFtLauderdale
41,2016-03-13,0.88,799992.86,399729.47,176357.78,181.05,223724.56,49544.91,174179.65,0.0,conventional,2016,MiamiFtLauderdale
49,2016-01-17,1.2,430079.07,276253.48,62106.53,292.47,91426.59,61025.39,30401.2,0.0,conventional,2016,MiamiFtLauderdale
2,2016-12-11,1.15,2339977.39,574106.6,862587.29,39178.61,864104.89,700661.19,158716.0,4727.7,conventional,2016,Midsouth
24,2016-07-10,1.19,3221650.74,607742.57,1498358.41,198307.05,917242.71,753805.95,84303.2,79133.56,conventional,2016,Midsouth
6,2016-11-13,1.39,141387.19,59293.41,13161.11,181.78,68750.89,56865.21,10715.68,1170.0,conventional,2016,Nashville
33,2016-05-08,0.88,212720.44,114895.39,26341.65,745.9,70737.5,51755.7,18956.39,25.41,conventional,2016,Nashville
41,2016-03-13,0.87,188478.21,91631.74,32085.32,5965.84,58795.31,27726.02,31069.29,0.0,conventional,2016,Nashville
7,2016-11-06,1.49,183542.31,98949.98,22891.61,95.0,61605.72,43571.99,17499.01,534.72,conventional,2016,NewOrleansMobile
8,2016-10-30,1.48,163510.83,71230.82,22081.11,373.58,69825.32,43587.37,16789.62,9448.33,conventional,2016,NewOrleansMobile
17,2016-08-28,1.02,309238.91,171213.5,49486.31,363.52,88175.58,64573.67,16041.91,7560.0,conventional,2016,NewOrleansMobile
34,2016-05-01,0.58,564738.86,341116.17,60230.81,1500.12,161891.76,118421.93,43469.83,0.0,conventional,2016,NewOrleansMobile
42,2016-03-06,0.97,267953.78,150786.3,27025.48,565.65,89576.35,74664.71,14911.64,0.0,conventional,2016,NewOrleansMobile
5,2016-11-20,1.59,1093097.04,16970.61,732069.33,2999.16,341057.94,303438.25,35803.02,1816.67,conventional,2016,NewYork
22,2016-07-24,1.68,1180373.67,14628.74,650141.77,22932.6,492670.56,466170.19,21057.43,5442.94,conventional,2016,NewYork
30,2016-05-29,1.08,1827100.26,19729.58,1354634.86,24551.86,428183.96,357118.51,70667.12,398.33,conventional,2016,NewYork
51,2016-01-03,1.07,1454164.32,16972.91,1192875.91,1462.15,242853.35,205535.79,37308.73,8.83,conventional,2016,NewYork
20,2016-08-07,1.47,4024822.13,304604.68,2245559.82,59915.16,1414742.47,1335096.5,58406.29,21239.68,conventional,2016,Northeast
31,2016-05-22,1.14,4609250.24,104014.01,3018204.18,219221.82,1267810.23,1193559.27,60109.83,14141.13,conventional,2016,Northeast
35,2016-04-24,1.13,4815249.22,125736.57,3366389.1,142677.6,1180445.95,1087631.09,90193.01,2621.85,conventional,2016,Northeast
36,2016-04-17,1.12,3849051.4,105339.58,2415296.29,102786.85,1225628.68,1115346.23,108151.38,2131.07,conventional,2016,Northeast
37,2016-04-10,1.09,3756625.12,113797.04,2340135.2,164663.65,1138029.23,1070178.97,64699.95,3150.31,conventional,2016,Northeast
51,2016-01-03,1.07,4524219.73,96146.84,3588931.66,53765.74,785375.49,731458.46,52073.39,1843.64,conventional,2016,Northeast
7,2016-11-06,1.47,242666.87,10727.78,179547.81,2261.03,50130.25,50130.25,0.0,0.0,conventional,2016,NorthernNewEngland
25,2016-07-03,1.29,525917.26,78903.78,321186.45,14095.91,111731.12,102068.55,7.57,9655.0,conventional,2016,NorthernNewEngland
32,2016-05-15,1.07,443517.22,3333.83,314998.46,47340.47,77844.46,77840.76,3.7,0.0,conventional,2016,NorthernNewEngland
33,2016-05-08,0.97,546838.34,3368.77,370026.96,55130.63,118311.98,118297.2,14.78,0.0,conventional,2016,NorthernNewEngland
42,2016-03-06,1.08,405931.49,4140.63,303581.5,26686.24,71523.12,71471.61,51.51,0.0,conventional,2016,NorthernNewEngland
43,2016-02-28,1.1,387149.69,4257.34,288178.36,26834.63,67879.36,67323.1,556.26,0.0,conventional,2016,NorthernNewEngland
21,2016-07-31,1.24,320002.63,137791.44,80412.78,90.9,101707.51,59130.82,33276.69,9300.0,conventional,2016,Orlando
27,2016-06-19,0.97,454278.32,238794.08,98795.35,250.15,116438.74,52416.59,52961.59,11060.56,conventional,2016,Orlando
29,2016-06-05,0.97,448117.51,262311.0,71419.85,231.9,114154.76,45382.8,58692.8,10079.16,conventional,2016,Orlando
39,2016-03-27,1.06,311571.85,152991.07,56406.32,62.9,102111.56,45393.81,56717.75,0.0,conventional,2016,Orlando
17,2016-08-28,1.49,418742.8,21609.9,200120.82,13529.45,183482.63,171925.6,10097.85,1459.18,conventional,2016,Philadelphia
38,2016-04-03,1.28,370753.84,17215.14,231664.58,409.68,121464.44,112323.24,9141.2,0.0,conventional,2016,Philadelphia
3,2016-12-04,0.63,1164027.22,731182.01,187418.51,11915.51,233511.19,117120.79,115108.46,1281.94,conventional,2016,PhoenixTucson
24,2016-07-10,0.89,995347.5,485473.19,213070.45,11651.42,285152.44,149012.51,135677.43,462.5,conventional,2016,PhoenixTucson
48,2016-01-24,0.61,1016720.53,537695.71,293418.02,15408.83,170197.97,88066.62,82131.35,0.0,conventional,2016,PhoenixTucson
33,2016-05-08,0.89,144813.19,1847.76,97359.37,2818.47,42787.59,24483.43,18304.16,0.0,conventional,2016,Pittsburgh
34,2016-05-01,0.92,169483.29,1981.15,114448.24,2935.24,50118.66,35865.31,14253.35,0.0,conventional,2016,Pittsburgh
44,2016-02-21,1.03,1672884.28,784111.14,499720.63,24200.11,364852.4,325916.64,37205.76,1730.0,conventional,2016,Plains
51,2016-01-03,0.94,2171818.57,999388.89,840637.85,19331.34,312460.49,291734.88,19418.04,1307.57,conventional,2016,Plains
8,2016-10-30,1.4,407047.88,70232.8,109965.98,15009.27,211839.83,207419.82,4075.8,344.21,conventional,2016,Portland
11,2016-10-09,1.08,598035.57,107796.99,124430.54,15502.77,350305.27,284345.95,65755.98,203.34,conventional,2016,Portland
25,2016-07-03,0.98,728681.01,162120.67,189257.93,20839.47,356462.94,355095.8,1172.96,194.18,conventional,2016,Portland
40,2016-03-20,0.94,556500.49,89989.82,177624.19,17767.12,271119.36,269468.42,1435.24,215.7,conventional,2016,Portland
41,2016-03-13,0.79,750735.4,89366.15,223410.75,19425.0,418533.5,415276.73,2895.31,361.46,conventional,2016,Portland
50,2016-01-10,0.88,731602.32,100449.51,241994.09,20422.92,368735.8,363944.46,4247.82,543.52,conventional,2016,Portland
11,2016-10-09,1.39,254093.87,85813.34,67026.7,20238.33,81015.5,77169.19,3278.25,568.06,conventional,2016,RaleighGreensboro
13,2016-09-25,1.35,255043.21,88405.04,70494.6,15699.74,80443.83,77829.34,2614.49,0.0,conventional,2016,RaleighGreensboro
23,2016-07-17,1.28,279442.6,47084.06,109983.48,29372.59,93002.47,82748.32,685.82,9568.33,conventional,2016,RaleighGreensboro
30,2016-05-29,1.18,295356.64,56828.31,118782.19,41393.05,78353.09,77273.37,834.72,245.0,conventional,2016,RaleighGreensboro
3,2016-12-04,1.18,183871.72,82393.63,49249.33,2714.51,49514.25,49474.25,40.0,0.0,conventional,2016,RichmondNorfolk
10,2016-10-16,1.28,203089.29,75896.57,67555.19,4957.43,54680.1,53622.78,1057.32,0.0,conventional,2016,RichmondNorfolk
28,2016-06-12,0.96,280191.2,83555.77,108482.44,15693.42,72459.57,69331.2,158.37,2970.0,conventional,2016,RichmondNorfolk
44,2016-02-21,0.98,214625.59,57431.41,101387.49,5839.55,49967.14,46939.94,3027.2,0.0,conventional,2016,RichmondNorfolk
0,2016-12-25,1.16,103804.48,27393.26,28263.18,95.33,48052.71,47522.99,529.72,0.0,conventional,2016,Roanoke
13,2016-09-25,1.07,142130.59,50868.03,39269.6,116.89,51876.07,51504.04,372.03,0.0,conventional,2016,Roanoke
45,2016-02-14,0.9,159758.46,47759.39,55674.85,185.96,56138.26,52052.28,4085.98,0.0,conventional,2016,Roanoke
13,2016-09-25,1.34,420076.53,135264.64,230423.89,3263.5,51124.5,46655.82,704.79,3763.89,conventional,2016,Sacramento
14,2016-09-18,1.39,407813.86,124962.88,234689.88,3771.58,44389.52,40849.27,1176.91,2363.34,conventional,2016,Sacramento
21,2016-07-31,1.4,466095.04,140605.4,255278.9,16262.28,53948.46,53547.82,10.36,390.28,conventional,2016,Sacramento
26,2016-06-26,1.25,464446.2,147821.55,228939.76,20249.04,67435.85,66812.24,0.0,623.61,conventional,2016,Sacramento
27,2016-06-19,1.2,508036.18,157354.92,276855.96,18508.95,55316.35,54341.35,0.0,975.0,conventional,2016,Sacramento
38,2016-04-03,0.9,527115.47,165482.1,148671.87,25760.64,187200.86,136889.73,50311.13,0.0,conventional,2016,SanDiego
42,2016-03-06,0.81,627397.71,160581.05,156090.46,22297.72,288428.48,218488.21,69940.27,0.0,conventional,2016,SanDiego
31,2016-05-22,1.31,817923.28,247488.87,416811.55,70753.98,82868.88,80974.56,945.43,948.89,conventional,2016,SanFrancisco
33,2016-05-08,1.06,961334.65,259594.33,569011.84,49424.67,83303.81,80879.28,885.92,1538.61,conventional,2016,SanFrancisco
38,2016-04-03,1.12,849739.84,166177.24,546227.92,54166.57,83168.11,82300.09,842.81,25.21,conventional,2016,SanFrancisco
42,2016-03-06,1.29,817240.38,217965.57,441193.39,62391.95,95689.47,94788.57,797.45,103.45,conventional,2016,SanFrancisco
3,2016-12-04,1.09,304040.1,122448.61,64899.79,3039.45,113652.25,56900.14,56728.78,23.33,conventional,2016,SouthCarolina
10,2016-10-16,1.3,281240.11,117958.34,64027.95,6111.89,93141.93,49717.85,43424.08,0.0,conventional,2016,SouthCarolina
19,2016-08-14,1.11,389639.12,198569.92,67082.24,10231.05,113755.91,86861.67,26894.24,0.0,conventional,2016,SouthCarolina
22,2016-07-24,1.18,336673.77,143275.08,81763.6,15147.97,96487.12,71699.09,22356.92,2431.11,conventional,2016,SouthCarolina
33,2016-05-08,0.82,504149.45,216508.21,132765.13,6506.62,148369.49,95500.81,52832.8,35.88,conventional,2016,SouthCarolina
46,2016-02-07,0.69,593759.78,307135.68,151185.73,13083.51,122354.86,61003.56,61340.53,10.77,conventional,2016,SouthCarolina
0,2016-12-25,0.79,5630041.84,2676152.87,1320133.68,20052.89,1613702.4,1288631.84,301809.49,23261.07,conventional,2016,SouthCentral
3,2016-12-04,0.76,5584114.56,3146435.87,1023317.43,18795.24,1395566.02,1039669.75,344663.64,11232.63,conventional,2016,SouthCentral
9,2016-10-23,1.09,4477594.56,2043310.73,1016610.9,20588.09,1397084.84,1228547.91,140925.06,27611.87,conventional,2016,SouthCentral
26,2016-06-26,0.89,6046264.46,3148031.62,995499.7,425639.83,1477093.31,1226901.91,190503.41,59687.99,conventional,2016,SouthCentral
34,2016-05-01,0.71,6953488.71,3400699.04,1559296.24,398632.2,1594861.23,1215673.04,368204.58,10983.61,conventional,2016,SouthCentral
3,2016-12-04,0.99,3941512.2,1481392.35,851643.42,5133.86,1603342.57,644607.27,957516.13,1219.17,conventional,2016,Southeast
24,2016-07-10,1.1,3646868.94,1599856.44,848789.03,29960.26,1168263.21,785436.82,322739.72,60086.67,conventional,2016,Southeast
36,2016-04-17,1.01,3673260.93,1705009.13,779184.92,8860.76,1180206.12,556254.94,622049.37,1901.81,conventional,2016,Southeast
0,2016-12-25,1.15,69054.97,13134.96,22888.68,43.42,32987.91,32946.57,13.33,28.01,conventional,2016,Spokane
7,2016-11-06,1.48,61365.68,11311.99,21354.23,20.15,28679.31,28639.4,4.5,35.41,conventional,2016,Spokane
16,2016-09-04,1.12,83575.85,27414.8,15403.74,1519.26,39238.05,39194.32,17.17,26.56,conventional,2016,Spokane
18,2016-08-21,1.09,87249.43,27169.12,14030.13,2000.73,44049.45,44033.76,8.51,7.18,conventional,2016,Spokane
42,2016-03-06,0.91,101869.42,23603.78,22577.01,3132.45,52556.18,52480.19,59.31,16.68,conventional,2016,Spokane
5,2016-11-20,1.29,99930.79,40938.28,8785.62,86.33,50120.56,35284.71,14835.85,0.0,conventional,2016,StLouis
45,2016-02-14,0.98,165070.79,55935.83,21668.85,16.24,87449.87,69046.57,18403.3,0.0,conventional,2016,StLouis
